Locale,Slug,IndexedInGoogle,Title_En,Title_Current
"nl","ataturk-wisdom","NO","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership","MISSING"
"pl","ataturk-wisdom","YES","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership"
"th","ataturk-wisdom","NO","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership","MISSING"
"tr","ataturk-wisdom","NO","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership","MISSING"
"vi","ataturk-wisdom","NO","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership","MISSING"
"zh","ataturk-wisdom","NO","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership","MISSING"
"ar","theodore-roosevelt-wisdom","NO","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit","MISSING"
"fa","theodore-roosevelt-wisdom","NO","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit","MISSING"
"he","theodore-roosevelt-wisdom","YES","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit"
"hi","theodore-roosevelt-wisdom","NO","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit","MISSING"
"ja","theodore-roosevelt-wisdom","YES","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit"
"nl","theodore-roosevelt-wisdom","NO","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit","MISSING"
"pl","theodore-roosevelt-wisdom","YES","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit"
"th","theodore-roosevelt-wisdom","NO","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit","MISSING"
"tr","theodore-roosevelt-wisdom","NO","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit","MISSING"
"vi","theodore-roosevelt-wisdom","NO","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit","MISSING"
"zh","theodore-roosevelt-wisdom","NO","The Anthem of the Arena: Theodore Roosevelt and the Philosophy of Fearless Grit","MISSING"
"ar","anne-frank-wisdom","NO","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness","MISSING"
"fa","anne-frank-wisdom","NO","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness","MISSING"
"he","anne-frank-wisdom","YES","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness"
"hi","anne-frank-wisdom","NO","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness","MISSING"
"ja","anne-frank-wisdom","YES","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness"
"nl","anne-frank-wisdom","NO","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness","MISSING"
"pl","anne-frank-wisdom","YES","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness"
"th","anne-frank-wisdom","NO","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness","MISSING"
"tr","anne-frank-wisdom","NO","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness","MISSING"
"vi","anne-frank-wisdom","NO","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness","MISSING"
"zh","anne-frank-wisdom","NO","The Indestructible Light of Humanity: Anne Frank's Enduring Legacy in the Heart of Darkness","MISSING"
"ar","rosa-parks-wisdom","NO","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks","MISSING"
"fa","rosa-parks-wisdom","NO","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks","MISSING"
"he","rosa-parks-wisdom","YES","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks"
"hi","rosa-parks-wisdom","NO","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks","MISSING"
"ja","rosa-parks-wisdom","YES","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks"
"nl","rosa-parks-wisdom","NO","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks","MISSING"
"pl","rosa-parks-wisdom","YES","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks"
"th","rosa-parks-wisdom","NO","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks","MISSING"
"tr","rosa-parks-wisdom","NO","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks","MISSING"
"vi","rosa-parks-wisdom","NO","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks","MISSING"
"zh","rosa-parks-wisdom","NO","A Quiet Refusal That Sparked a Massive Wave: The Philosophy of Rosa Parks","MISSING"
"ar","frederick-douglass-wisdom","NO","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass","MISSING"
"fa","frederick-douglass-wisdom","NO","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass","MISSING"
"he","frederick-douglass-wisdom","YES","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass"
"hi","frederick-douglass-wisdom","NO","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass","MISSING"
"ja","frederick-douglass-wisdom","YES","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass"
"nl","frederick-douglass-wisdom","NO","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass","MISSING"
"pl","frederick-douglass-wisdom","YES","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass"
"th","frederick-douglass-wisdom","NO","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass","MISSING"
"tr","frederick-douglass-wisdom","NO","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass","MISSING"
"vi","frederick-douglass-wisdom","NO","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass","MISSING"
"zh","frederick-douglass-wisdom","NO","The Weapon of Words and the Eternal Thirst for True Freedom: The Enduring Legacy of Frederick Douglass","MISSING"
"ar","harriet-tubman-wisdom","NO","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation","MISSING"
"fa","harriet-tubman-wisdom","NO","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation","MISSING"
"he","harriet-tubman-wisdom","YES","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation"
"hi","harriet-tubman-wisdom","NO","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation","MISSING"
"ja","harriet-tubman-wisdom","YES","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation"
"nl","harriet-tubman-wisdom","NO","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation","MISSING"
"pl","harriet-tubman-wisdom","YES","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation"
"th","harriet-tubman-wisdom","NO","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation","MISSING"
"tr","harriet-tubman-wisdom","NO","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation","MISSING"
"vi","harriet-tubman-wisdom","NO","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation","MISSING"
"zh","harriet-tubman-wisdom","NO","The North Star of Hope Drawn from the Valley of Death: Harriet Tubman's Philosophy of Liberation","MISSING"
"ar","yu-gwan-sun-wisdom","NO","The Eternal Flame Ignited in Darkness: The Unwavering Torch of Yu Gwan-sun and the Philosophy of Defiance","MISSING"
"fa","yu-gwan-sun-wisdom","NO","The Eternal Flame Ignited in Darkness: The Unwavering Torch of Yu Gwan-sun and the Philosophy of Defiance","MISSING"
"hi","yu-gwan-sun-wisdom","NO","The Eternal Flame Ignited in Darkness: The Unwavering Torch of Yu Gwan-sun and the Philosophy of Defiance","MISSING"
"nl","yu-gwan-sun-wisdom","NO","The Eternal Flame Ignited in Darkness: The Unwavering Torch of Yu Gwan-sun and the Philosophy of Defiance","MISSING"
"th","yu-gwan-sun-wisdom","NO","The Eternal Flame Ignited in Darkness: The Unwavering Torch of Yu Gwan-sun and the Philosophy of Defiance","MISSING"
"tr","yu-gwan-sun-wisdom","NO","The Eternal Flame Ignited in Darkness: The Unwavering Torch of Yu Gwan-sun and the Philosophy of Defiance","MISSING"
"vi","yu-gwan-sun-wisdom","NO","The Eternal Flame Ignited in Darkness: The Unwavering Torch of Yu Gwan-sun and the Philosophy of Defiance","MISSING"
"zh","yu-gwan-sun-wisdom","NO","The Eternal Flame Ignited in Darkness: The Unwavering Torch of Yu Gwan-sun and the Philosophy of Defiance","MISSING"
"ar","louis-braille-wisdom","NO","Feeling Through the Darkness to Shape the Light of the World: The Radiant Legacy of Louis Braille","MISSING"
"fa","louis-braille-wisdom","NO","Feeling Through the Darkness to Shape the Light of the World: The Radiant Legacy of Louis Braille","MISSING"
"hi","louis-braille-wisdom","NO","Feeling Through the Darkness to Shape the Light of the World: The Radiant Legacy of Louis Braille","MISSING"
"nl","louis-braille-wisdom","NO","Feeling Through the Darkness to Shape the Light of the World: The Radiant Legacy of Louis Braille","MISSING"
"th","louis-braille-wisdom","NO","Feeling Through the Darkness to Shape the Light of the World: The Radiant Legacy of Louis Braille","MISSING"
"tr","louis-braille-wisdom","NO","Feeling Through the Darkness to Shape the Light of the World: The Radiant Legacy of Louis Braille","MISSING"
"vi","louis-braille-wisdom","NO","Feeling Through the Darkness to Shape the Light of the World: The Radiant Legacy of Louis Braille","MISSING"
"zh","louis-braille-wisdom","NO","Feeling Through the Darkness to Shape the Light of the World: The Radiant Legacy of Louis Braille","MISSING"
"ar","harriet-beecher-stowe-wisdom","NO","The Flare of Liberation Fired by a Single Book: The Wisdom of Harriet Beecher Stowe","MISSING"
"fa","harriet-beecher-stowe-wisdom","NO","The Flare of Liberation Fired by a Single Book: The Wisdom of Harriet Beecher Stowe","MISSING"
"hi","harriet-beecher-stowe-wisdom","NO","The Flare of Liberation Fired by a Single Book: The Wisdom of Harriet Beecher Stowe","MISSING"
"nl","harriet-beecher-stowe-wisdom","NO","The Flare of Liberation Fired by a Single Book: The Wisdom of Harriet Beecher Stowe","MISSING"
"th","harriet-beecher-stowe-wisdom","NO","The Flare of Liberation Fired by a Single Book: The Wisdom of Harriet Beecher Stowe","MISSING"
"tr","harriet-beecher-stowe-wisdom","NO","The Flare of Liberation Fired by a Single Book: The Wisdom of Harriet Beecher Stowe","MISSING"
"vi","harriet-beecher-stowe-wisdom","NO","The Flare of Liberation Fired by a Single Book: The Wisdom of Harriet Beecher Stowe","MISSING"
"zh","harriet-beecher-stowe-wisdom","NO","The Flare of Liberation Fired by a Single Book: The Wisdom of Harriet Beecher Stowe","MISSING"
"ar","kim-gu-wisdom","NO","The Tears of Baekbeom Embracing a Divided Homeland: Leadership Toward True Unity","MISSING"
"fa","kim-gu-wisdom","NO","The Tears of Baekbeom Embracing a Divided Homeland: Leadership Toward True Unity","MISSING"
"hi","kim-gu-wisdom","NO","The Tears of Baekbeom Embracing a Divided Homeland: Leadership Toward True Unity","MISSING"
"nl","kim-gu-wisdom","NO","The Tears of Baekbeom Embracing a Divided Homeland: Leadership Toward True Unity","MISSING"
"th","kim-gu-wisdom","NO","The Tears of Baekbeom Embracing a Divided Homeland: Leadership Toward True Unity","MISSING"
"tr","kim-gu-wisdom","NO","The Tears of Baekbeom Embracing a Divided Homeland: Leadership Toward True Unity","MISSING"
"vi","kim-gu-wisdom","NO","The Tears of Baekbeom Embracing a Divided Homeland: Leadership Toward True Unity","MISSING"
"zh","kim-gu-wisdom","NO","The Tears of Baekbeom Embracing a Divided Homeland: Leadership Toward True Unity","MISSING"
"ar","immanuel-kant-wisdom","NO","Immanuel Kant: The Unwavering Starlight of the Moral Law","MISSING"
"fa","immanuel-kant-wisdom","NO","Immanuel Kant: The Unwavering Starlight of the Moral Law","MISSING"
"hi","immanuel-kant-wisdom","NO","Immanuel Kant: The Unwavering Starlight of the Moral Law","MISSING"
"nl","immanuel-kant-wisdom","NO","Immanuel Kant: The Unwavering Starlight of the Moral Law","MISSING"
"th","immanuel-kant-wisdom","NO","Immanuel Kant: The Unwavering Starlight of the Moral Law","MISSING"
"tr","immanuel-kant-wisdom","NO","Immanuel Kant: The Unwavering Starlight of the Moral Law","MISSING"
"vi","immanuel-kant-wisdom","NO","Immanuel Kant: The Unwavering Starlight of the Moral Law","MISSING"
"zh","immanuel-kant-wisdom","NO","Immanuel Kant: The Unwavering Starlight of the Moral Law","MISSING"
"ar","rene-descartes-wisdom","NO","The Foundation of Certainty Found at the End of Doubt: Descartes' Methodological Skepticism","MISSING"
"fa","rene-descartes-wisdom","NO","The Foundation of Certainty Found at the End of Doubt: Descartes' Methodological Skepticism","MISSING"
"hi","rene-descartes-wisdom","NO","The Foundation of Certainty Found at the End of Doubt: Descartes' Methodological Skepticism","MISSING"
"nl","rene-descartes-wisdom","NO","The Foundation of Certainty Found at the End of Doubt: Descartes' Methodological Skepticism","MISSING"
"th","rene-descartes-wisdom","NO","The Foundation of Certainty Found at the End of Doubt: Descartes' Methodological Skepticism","MISSING"
"tr","rene-descartes-wisdom","NO","The Foundation of Certainty Found at the End of Doubt: Descartes' Methodological Skepticism","MISSING"
"vi","rene-descartes-wisdom","NO","The Foundation of Certainty Found at the End of Doubt: Descartes' Methodological Skepticism","MISSING"
"zh","rene-descartes-wisdom","NO","The Foundation of Certainty Found at the End of Doubt: Descartes' Methodological Skepticism","MISSING"
"ar","jean-jacques-rousseau-wisdom","NO","Unearthing the Origins of Inequality and Crying Out for Freedom: The Echoes of Jean-Jacques Rousseau","MISSING"
"fa","jean-jacques-rousseau-wisdom","NO","Unearthing the Origins of Inequality and Crying Out for Freedom: The Echoes of Jean-Jacques Rousseau","MISSING"
"hi","jean-jacques-rousseau-wisdom","NO","Unearthing the Origins of Inequality and Crying Out for Freedom: The Echoes of Jean-Jacques Rousseau","MISSING"
"nl","jean-jacques-rousseau-wisdom","NO","Unearthing the Origins of Inequality and Crying Out for Freedom: The Echoes of Jean-Jacques Rousseau","MISSING"
"th","jean-jacques-rousseau-wisdom","NO","Unearthing the Origins of Inequality and Crying Out for Freedom: The Echoes of Jean-Jacques Rousseau","MISSING"
"tr","jean-jacques-rousseau-wisdom","NO","Unearthing the Origins of Inequality and Crying Out for Freedom: The Echoes of Jean-Jacques Rousseau","MISSING"
"vi","jean-jacques-rousseau-wisdom","NO","Unearthing the Origins of Inequality and Crying Out for Freedom: The Echoes of Jean-Jacques Rousseau","MISSING"
"zh","jean-jacques-rousseau-wisdom","NO","Unearthing the Origins of Inequality and Crying Out for Freedom: The Echoes of Jean-Jacques Rousseau","MISSING"
"ar","sigmund-freud-wisdom","NO","The Unconscious Beneath the Iceberg: Sigmund Freud’s Tale of the Deep Abyss","MISSING"
"fa","sigmund-freud-wisdom","NO","The Unconscious Beneath the Iceberg: Sigmund Freud’s Tale of the Deep Abyss","MISSING"
"hi","sigmund-freud-wisdom","NO","The Unconscious Beneath the Iceberg: Sigmund Freud’s Tale of the Deep Abyss","MISSING"
"nl","sigmund-freud-wisdom","NO","The Unconscious Beneath the Iceberg: Sigmund Freud’s Tale of the Deep Abyss","MISSING"
"th","sigmund-freud-wisdom","NO","The Unconscious Beneath the Iceberg: Sigmund Freud’s Tale of the Deep Abyss","MISSING"
"tr","sigmund-freud-wisdom","NO","The Unconscious Beneath the Iceberg: Sigmund Freud’s Tale of the Deep Abyss","MISSING"
"vi","sigmund-freud-wisdom","NO","The Unconscious Beneath the Iceberg: Sigmund Freud’s Tale of the Deep Abyss","MISSING"
"zh","sigmund-freud-wisdom","NO","The Unconscious Beneath the Iceberg: Sigmund Freud’s Tale of the Deep Abyss","MISSING"
"ar","carl-jung-wisdom","NO","Facing the Abyss Within: The Integration of the Self Guided by the Unconscious Shadow and Archetypes","MISSING"
"fa","carl-jung-wisdom","NO","Facing the Abyss Within: The Integration of the Self Guided by the Unconscious Shadow and Archetypes","MISSING"
"hi","carl-jung-wisdom","NO","Facing the Abyss Within: The Integration of the Self Guided by the Unconscious Shadow and Archetypes","MISSING"
"nl","carl-jung-wisdom","NO","Facing the Abyss Within: The Integration of the Self Guided by the Unconscious Shadow and Archetypes","MISSING"
"th","carl-jung-wisdom","NO","Facing the Abyss Within: The Integration of the Self Guided by the Unconscious Shadow and Archetypes","MISSING"
"tr","carl-jung-wisdom","NO","Facing the Abyss Within: The Integration of the Self Guided by the Unconscious Shadow and Archetypes","MISSING"
"vi","carl-jung-wisdom","NO","Facing the Abyss Within: The Integration of the Self Guided by the Unconscious Shadow and Archetypes","MISSING"
"zh","carl-jung-wisdom","NO","Facing the Abyss Within: The Integration of the Self Guided by the Unconscious Shadow and Archetypes","MISSING"
"ar","baruch-spinoza-wisdom","NO","Baruch Spinoza: Viewing the Unity of God and Nature Through the Lens of Reason","MISSING"
"fa","baruch-spinoza-wisdom","NO","Baruch Spinoza: Viewing the Unity of God and Nature Through the Lens of Reason","MISSING"
"hi","baruch-spinoza-wisdom","NO","Baruch Spinoza: Viewing the Unity of God and Nature Through the Lens of Reason","MISSING"
"nl","baruch-spinoza-wisdom","NO","Baruch Spinoza: Viewing the Unity of God and Nature Through the Lens of Reason","MISSING"
"th","baruch-spinoza-wisdom","NO","Baruch Spinoza: Viewing the Unity of God and Nature Through the Lens of Reason","MISSING"
"tr","baruch-spinoza-wisdom","NO","Baruch Spinoza: Viewing the Unity of God and Nature Through the Lens of Reason","MISSING"
"vi","baruch-spinoza-wisdom","NO","Baruch Spinoza: Viewing the Unity of God and Nature Through the Lens of Reason","MISSING"
"zh","baruch-spinoza-wisdom","NO","Baruch Spinoza: Viewing the Unity of God and Nature Through the Lens of Reason","MISSING"
"ar","friedrich-nietzsche-wisdom","NO","Nietzsche: The Philosopher with a Hammer and the Call of the Übermensch","MISSING"
"fa","friedrich-nietzsche-wisdom","NO","Nietzsche: The Philosopher with a Hammer and the Call of the Übermensch","MISSING"
"ha","friedrich-nietzsche-wisdom","YES","Nietzsche: The Philosopher with a Hammer and the Call of the Übermensch","MISSING"
"hi","friedrich-nietzsche-wisdom","NO","Nietzsche: The Philosopher with a Hammer and the Call of the Übermensch","MISSING"
"nl","friedrich-nietzsche-wisdom","NO","Nietzsche: The Philosopher with a Hammer and the Call of the Übermensch","MISSING"
"sw","friedrich-nietzsche-wisdom","YES","Nietzsche: The Philosopher with a Hammer and the Call of the Übermensch","MISSING"
"th","friedrich-nietzsche-wisdom","NO","Nietzsche: The Philosopher with a Hammer and the Call of the Übermensch","MISSING"
"tr","friedrich-nietzsche-wisdom","NO","Nietzsche: The Philosopher with a Hammer and the Call of the Übermensch","MISSING"
"vi","friedrich-nietzsche-wisdom","NO","Nietzsche: The Philosopher with a Hammer and the Call of the Übermensch","MISSING"
"zh","friedrich-nietzsche-wisdom","NO","Nietzsche: The Philosopher with a Hammer and the Call of the Übermensch","MISSING"
"ar","soren-kierkegaard-wisdom","NO","A Single Individual Standing Before God at the Edge of Despair","MISSING"
"fa","soren-kierkegaard-wisdom","NO","A Single Individual Standing Before God at the Edge of Despair","MISSING"
"ha","soren-kierkegaard-wisdom","YES","A Single Individual Standing Before God at the Edge of Despair","MISSING"
"hi","soren-kierkegaard-wisdom","NO","A Single Individual Standing Before God at the Edge of Despair","MISSING"
"nl","soren-kierkegaard-wisdom","NO","A Single Individual Standing Before God at the Edge of Despair","MISSING"
"sw","soren-kierkegaard-wisdom","YES","A Single Individual Standing Before God at the Edge of Despair","MISSING"
"th","soren-kierkegaard-wisdom","NO","A Single Individual Standing Before God at the Edge of Despair","MISSING"
"tr","soren-kierkegaard-wisdom","NO","A Single Individual Standing Before God at the Edge of Despair","MISSING"
"vi","soren-kierkegaard-wisdom","NO","A Single Individual Standing Before God at the Edge of Despair","MISSING"
"zh","soren-kierkegaard-wisdom","NO","A Single Individual Standing Before God at the Edge of Despair","MISSING"
"ar","albert-einstein-wisdom","NO","Cosmic Reasoning That Lifted the Veil of Time and Space: Albert Einstein","MISSING"
"fa","albert-einstein-wisdom","NO","Cosmic Reasoning That Lifted the Veil of Time and Space: Albert Einstein","MISSING"
"ha","albert-einstein-wisdom","YES","Cosmic Reasoning That Lifted the Veil of Time and Space: Albert Einstein","MISSING"
"hi","albert-einstein-wisdom","NO","Cosmic Reasoning That Lifted the Veil of Time and Space: Albert Einstein","MISSING"
"nl","albert-einstein-wisdom","NO","Cosmic Reasoning That Lifted the Veil of Time and Space: Albert Einstein","MISSING"
"sw","albert-einstein-wisdom","YES","Cosmic Reasoning That Lifted the Veil of Time and Space: Albert Einstein","MISSING"
"th","albert-einstein-wisdom","NO","Cosmic Reasoning That Lifted the Veil of Time and Space: Albert Einstein","MISSING"
"tr","albert-einstein-wisdom","NO","Cosmic Reasoning That Lifted the Veil of Time and Space: Albert Einstein","MISSING"
"vi","albert-einstein-wisdom","NO","Cosmic Reasoning That Lifted the Veil of Time and Space: Albert Einstein","MISSING"
"zh","albert-einstein-wisdom","NO","Cosmic Reasoning That Lifted the Veil of Time and Space: Albert Einstein","MISSING"
"ar","marie-curie-wisdom","NO","A Life-Risking Dedication to the Unknown Light: The Life and Philosophy of Marie Curie","MISSING"
"fa","marie-curie-wisdom","NO","A Life-Risking Dedication to the Unknown Light: The Life and Philosophy of Marie Curie","MISSING"
"ha","marie-curie-wisdom","YES","A Life-Risking Dedication to the Unknown Light: The Life and Philosophy of Marie Curie","MISSING"
"hi","marie-curie-wisdom","NO","A Life-Risking Dedication to the Unknown Light: The Life and Philosophy of Marie Curie","MISSING"
"nl","marie-curie-wisdom","NO","A Life-Risking Dedication to the Unknown Light: The Life and Philosophy of Marie Curie","MISSING"
"sw","marie-curie-wisdom","YES","A Life-Risking Dedication to the Unknown Light: The Life and Philosophy of Marie Curie","MISSING"
"th","marie-curie-wisdom","NO","A Life-Risking Dedication to the Unknown Light: The Life and Philosophy of Marie Curie","MISSING"
"tr","marie-curie-wisdom","NO","A Life-Risking Dedication to the Unknown Light: The Life and Philosophy of Marie Curie","MISSING"
"vi","marie-curie-wisdom","NO","A Life-Risking Dedication to the Unknown Light: The Life and Philosophy of Marie Curie","MISSING"
"zh","marie-curie-wisdom","NO","A Life-Risking Dedication to the Unknown Light: The Life and Philosophy of Marie Curie","MISSING"
"ar","charles-darwin-wisdom","NO","Charles Darwin: The Solitary Observer Who Mapped the Tree of Life","MISSING"
"fa","charles-darwin-wisdom","NO","Charles Darwin: The Solitary Observer Who Mapped the Tree of Life","MISSING"
"ha","charles-darwin-wisdom","YES","Charles Darwin: The Solitary Observer Who Mapped the Tree of Life","MISSING"
"hi","charles-darwin-wisdom","NO","Charles Darwin: The Solitary Observer Who Mapped the Tree of Life","MISSING"
"nl","charles-darwin-wisdom","NO","Charles Darwin: The Solitary Observer Who Mapped the Tree of Life","MISSING"
"sw","charles-darwin-wisdom","YES","Charles Darwin: The Solitary Observer Who Mapped the Tree of Life","MISSING"
"th","charles-darwin-wisdom","NO","Charles Darwin: The Solitary Observer Who Mapped the Tree of Life","MISSING"
"tr","charles-darwin-wisdom","NO","Charles Darwin: The Solitary Observer Who Mapped the Tree of Life","MISSING"
"vi","charles-darwin-wisdom","NO","Charles Darwin: The Solitary Observer Who Mapped the Tree of Life","MISSING"
"zh","charles-darwin-wisdom","NO","Charles Darwin: The Solitary Observer Who Mapped the Tree of Life","MISSING"
"ar","isaac-newton-wisdom","NO","Unraveling the Order of the Universe on the Shoulders of Giants","MISSING"
"fa","isaac-newton-wisdom","NO","Unraveling the Order of the Universe on the Shoulders of Giants","MISSING"
"ha","isaac-newton-wisdom","YES","Unraveling the Order of the Universe on the Shoulders of Giants","MISSING"
"hi","isaac-newton-wisdom","NO","Unraveling the Order of the Universe on the Shoulders of Giants","MISSING"
"nl","isaac-newton-wisdom","NO","Unraveling the Order of the Universe on the Shoulders of Giants","MISSING"
"sw","isaac-newton-wisdom","YES","Unraveling the Order of the Universe on the Shoulders of Giants","MISSING"
"th","isaac-newton-wisdom","NO","Unraveling the Order of the Universe on the Shoulders of Giants","MISSING"
"tr","isaac-newton-wisdom","NO","Unraveling the Order of the Universe on the Shoulders of Giants","MISSING"
"vi","isaac-newton-wisdom","NO","Unraveling the Order of the Universe on the Shoulders of Giants","MISSING"
"zh","isaac-newton-wisdom","NO","Unraveling the Order of the Universe on the Shoulders of Giants","MISSING"
"ar","galileo-galilei-wisdom","NO","A Lonely Gaze Toward Truth: And Yet It Moves","MISSING"
"fa","galileo-galilei-wisdom","NO","A Lonely Gaze Toward Truth: And Yet It Moves","MISSING"
"ha","galileo-galilei-wisdom","YES","A Lonely Gaze Toward Truth: And Yet It Moves","MISSING"
"hi","galileo-galilei-wisdom","NO","A Lonely Gaze Toward Truth: And Yet It Moves","MISSING"
"nl","galileo-galilei-wisdom","NO","A Lonely Gaze Toward Truth: And Yet It Moves","MISSING"
"sw","galileo-galilei-wisdom","YES","A Lonely Gaze Toward Truth: And Yet It Moves","MISSING"
"th","galileo-galilei-wisdom","NO","A Lonely Gaze Toward Truth: And Yet It Moves","MISSING"
"tr","galileo-galilei-wisdom","NO","A Lonely Gaze Toward Truth: And Yet It Moves","MISSING"
"vi","galileo-galilei-wisdom","NO","A Lonely Gaze Toward Truth: And Yet It Moves","MISSING"
"zh","galileo-galilei-wisdom","NO","A Lonely Gaze Toward Truth: And Yet It Moves","MISSING"
"ar","nicolaus-copernicus-wisdom","NO","The Quiet Revolution That Moved the Center of the Universe","MISSING"
"fa","nicolaus-copernicus-wisdom","NO","The Quiet Revolution That Moved the Center of the Universe","MISSING"
"ha","nicolaus-copernicus-wisdom","YES","The Quiet Revolution That Moved the Center of the Universe","MISSING"
"hi","nicolaus-copernicus-wisdom","NO","The Quiet Revolution That Moved the Center of the Universe","MISSING"
"nl","nicolaus-copernicus-wisdom","NO","The Quiet Revolution That Moved the Center of the Universe","MISSING"
"sw","nicolaus-copernicus-wisdom","YES","The Quiet Revolution That Moved the Center of the Universe","MISSING"
"th","nicolaus-copernicus-wisdom","NO","The Quiet Revolution That Moved the Center of the Universe","MISSING"
